Timestamp,True_X,True_Y,Mean_Mag_x,Mean_Mag_y,Mean_Mag_z,Mean_Acc_x,Mean_Acc_y,Mean_Acc_z,Mean_Gyro_x,Mean_Gyro_y,Mean_Gyro_z,Mean_Orn_x,Mean_Orn_y,Mean_Orn_z,Mean_Pressure,00:1a:ab:a0:de:a4,00:1a:ac:a0:de:b5,00:1a:ac:a0:de:b7,00:1a:ac:a0:de:b8,00:1a:ac:a0:de:d3,00:1a:ac:a0:de:f5,00:1a:ac:a0:de:f6,00:1a:ac:a0:de:g9,00:1a:ac:a0:de:h3,00:1a:ac:a0:de:h4,00:1a:ac:a0:de:i8,00:1a:ac:a0:de:k7,00:1a:ac:a0:de:k8,00:1a:ac:a0:de:p1,00:1a:ac:a0:de:p3,00:1a:ac:a0:de:p4,00:1a:ac:a0:de:p5,00:1a:ac:a0:de:p6,00:1a:ac:a0:de:p7,00:1a:ac:a0:de:p8,00:1a:ac:a0:de:r2,00:1a:ac:a0:de:r5,00:1a:ac:a0:de:r6,00:1a:ac:a0:de:s1,00:1a:ac:a0:de:s2,00:1a:ac:a0:de:s3,00:1a:ac:a0:de:s4,00:1a:ac:a0:de:s5,00:1a:ac:a0:de:s6,00:1a:ac:a0:de:s7,00:1a:ac:a0:de:t5,00:1a:ac:a0:de:t7,00:1a:ac:a0:de:t9,00:1a:ac:a0:de:u1,00:1a:ac:a0:de:u3,00:1a:ac:a0:de:u4,00:1a:ac:a0:de:u5,00:1a:ac:a0:de:v7,00:1a:ac:a0:de:v8,00:1a:ac:a0:de:w2,00:1a:ac:a0:de:w3,00:1a:ac:a0:de:w6,00:1a:ac:a0:de:w7,00:1a:ac:a0:de:w8,00:1a:ac:a0:de:w9,00:1a:ac:a0:de:x1,00:1a:ac:a0:de:x2,00:1a:ac:a0:de:x3,00:1a:ac:a0:de:x4,00:1a:ac:a0:de:x7,00:1a:ab:a0:de:a1,00:1a:ac:a0:de:b6,00:1a:ac:a0:de:h7,00:1a:ac:a0:de:j7,00:1a:ac:a0:de:l2,00:1a:ac:a0:de:p2,00:1a:ac:a0:de:r1,00:1a:ac:a0:de:t8,00:1a:ac:a0:de:u2,00:1a:ac:a0:de:n3,00:1a:ac:a0:de:n8,00:1a:ac:a0:de:r9,00:1a:ac:a0:de:f9,00:1a:ac:a0:de:l1,00:1a:ac:a0:de:n6,00:1a:ac:a0:de:t3,00:1a:ac:a0:de:e9,00:1a:ac:a0:de:f8,00:1a:ac:a0:de:g8,00:1a:ac:a0:de:i2,00:1a:ac:a0:de:j8,00:1a:ac:a0:de:l7,00:1a:ac:a0:de:g5,00:1a:ac:a0:de:i3,00:1a:ac:a0:de:t1,00:1a:ac:a0:de:l8,00:1a:ac:a0:de:r7,00:1a:ac:a0:de:w4,00:1a:ac:a0:de:e8,00:1a:ac:a0:de:v1,00:1a:ac:a0:de:g2,00:1a:ac:a0:de:k2,00:1a:ac:a0:de:k4,00:1a:ac:a0:de:j9,00:1a:ac:a0:de:n4,00:1a:ac:a0:de:n7,00:1a:ac:a0:de:k6,00:1a:ac:a0:de:t4,00:1a:ac:a0:de:i1,00:1a:ac:a0:de:k9,00:1a:ac:a0:de:n9,00:1a:ac:a0:de:t6,00:1a:ac:a0:de:b3,00:1a:ac:a0:de:i6,00:1a:ac:a0:de:f7,00:1a:ab:a0:de:a2,00:1a:ac:a0:de:h6,00:1a:ac:a0:de:h2,00:1a:ac:a0:de:j6,00:1a:ac:a0:de:f3,00:1a:ac:a0:de:h9,00:1a:ac:a0:de:i9,00:1a:ab:a0:de:a7,00:1a:ac:a0:de:f2,90:9f:33:a4:06:5c,00:1a:ac:a0:de:t2,00:1a:ac:a0:de:n5,00:1a:ac:a0:de:q4,00:1a:ac:a0:de:d4,00:1a:ac:a0:de:g7,00:1a:ac:a0:de:b2,00:1a:ac:a0:de:l9,00:1a:ac:a0:de:m4,00:1a:ac:a0:de:b1,00:1a:ac:a0:de:k1,00:1a:ac:a0:de:j1,00:1a:ac:a0:de:r4,00:1a:ac:a0:de:w1,00:1a:ac:a0:de:r3,00:1a:ac:a0:de:v9,00:1a:ac:a0:de:g1,00:1a:ac:a0:de:k3,00:1a:ac:a0:de:b4,00:1a:ab:a0:de:a3,00:1a:ac:a0:de:h5,00:1a:ac:a0:de:i7,00:1a:ac:a0:de:q2,00:1a:ac:a0:de:j2,00:1a:ac:a0:de:j4,00:1a:ac:a0:de:r8,00:1a:ac:a0:de:u8,00:1a:ac:a0:de:w5,00:1a:ac:a0:de:c2,00:1a:ac:a0:de:j5,00:1a:ac:a0:de:m6,00:1a:ab:a0:de:a8,00:1a:ac:a0:de:q5,00:1a:ac:a0:de:v2,00:1a:ab:a0:de:a9,00:1a:ac:a0:de:c1,00:1a:ac:a0:de:f1,00:1a:ac:a0:de:m7,00:1a:ac:a0:de:m5,00:1a:ac:a0:de:q6,00:1a:ac:a0:de:s8,00:1a:ac:a0:de:v3,00:1a:ac:a0:de:x5,00:1a:ac:a0:de:p9,00:1a:ac:a0:de:u6,00:1a:ac:a0:de:q3,00:1a:ac:a0:de:u9,00:1a:ac:a0:de:q8,00:1a:ac:a0:de:e2,00:1a:ac:a0:de:q7,00:1a:ac:a0:de:v4,00:1a:ac:a0:de:j3,00:1a:ac:a0:de:v5,00:1a:ac:a0:de:e7
2021.01.30 165825,81.0,24.0,17.971825860869565,26.018608339130434,-43.976347313043476,6.094616126956521,-6.5887944373913045,4.0676855243478265,0.001710768138434783,-0.002921688959478261,0.001776422692434783,0.7323898082194121,-0.9822538220364114,-1.2979561598404594,1016.8849844347826,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-71.0,-71.0,-87.0,-100.0,-40.0,-100.0,-100.0,-87.0,-70.0,-78.0,-71.0,-79.0,-64.0,-65.0,-100.0,-100.0,-100.0,-100.0,-71.0,-88.0,-100.0,-32.0,-39.0,-100.0,-100.0,-100.0,-87.0,-70.0,-77.0,-73.0,-79.0,-64.0,-65.0,-100.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-31.0,-100.0,-70.0,-100.0,-100.0,-100.0,-89.0,-100.0,-75.0,-75.0,-100.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-63.0,-100.0,-100.0,-82.0,-100.0,-100.0,-88.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-64.0,-100.0,-100.0,-100.0,-81.0,-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-66.0,-100.0,-100.0,-100.0,-66.0,-100.0,-100.0,-100.0,-100.0,-88.0,-73.0,-73.0,-73.0,-100.0,-100.0,-100.0,-84.0,-78.0,-100.0,-74.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.30 165836,82.0,24.0,20.715817918181816,21.241636163636365,-49.81199909090908,6.166106503636364,-6.50907549090909,4.09144562,0.006255315654363638,-0.0017183083700909086,0.0017462415065454535,0.7214206722649661,-0.9849671905690973,-1.3991530266675083,1016.8958779999998,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-69.0,-73.0,-100.0,-100.0,-40.0,-100.0,-100.0,-86.0,-70.0,-75.0,-71.0,-77.0,-62.0,-68.0,-100.0,-100.0,-100.0,-100.0,-73.0,-100.0,-100.0,-28.0,-41.0,-85.0,-100.0,-100.0,-87.0,-71.0,-75.0,-71.0,-77.0,-62.0,-68.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-28.0,-100.0,-69.0,-100.0,-100.0,-100.0,-89.0,-100.0,-74.0,-72.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-100.0,-68.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-68.0,-100.0,-100.0,-100.0,-79.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-69.0,-100.0,-100.0,-100.0,-69.0,-100.0,-100.0,-100.0,-100.0,-100.0,-77.0,-78.0,-100.0,-100.0,-100.0,-100.0,-84.0,-79.0,-86.0,-79.0,-86.0,-89.0,-100.0,-91.0,-89.0,-100.0,-100.0,-100.0,-100.0,-91.0,-100.0,-100.0
2021.01.30 165846,83.0,24.0,14.03534455172414,16.719310112068968,-47.86086143965517,6.243649500862069,-6.533975950862069,3.9194485146551727,0.0035145606356896545,-0.0039756374825,0.004034975556810345,0.7251946910701949,-1.0103744725728858,-1.4975787205942745,1016.9082922413792,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-100.0,-100.0,-71.0,-73.0,-84.0,-100.0,-44.0,-100.0,-100.0,-85.0,-100.0,-78.0,-69.0,-76.0,-60.0,-67.0,-100.0,-85.0,-100.0,-100.0,-73.0,-82.0,-100.0,-31.0,-44.0,-85.0,-100.0,-77.0,-84.0,-100.0,-77.0,-70.0,-76.0,-60.0,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-31.0,-100.0,-71.0,-100.0,-100.0,-100.0,-89.0,-100.0,-72.0,-73.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-69.0,-100.0,-100.0,-100.0,-100.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-62.0,-100.0,-100.0,-100.0,-70.0,-100.0,-100.0,-100.0,-82.0,-100.0,-79.0,-79.0,-100.0,-100.0,-100.0,-100.0,-85.0,-77.0,-100.0,-76.0,-88.0,-100.0,-100.0,-89.0,-89.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.30 165856,84.0,24.0,13.717698831858408,17.531681238938052,-47.20991077876106,6.103387884955753,-6.64529915840708,3.988416877876106,0.004829635768230088,-0.0019038776833628318,0.0018100802054867254,0.7390846768311695,-0.9920631921396846,-1.500643722778928,1016.9286523893805,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-70.0,-75.0,-100.0,-100.0,-48.0,-100.0,-100.0,-83.0,-72.0,-74.0,-67.0,-76.0,-63.0,-67.0,-100.0,-100.0,-100.0,-100.0,-75.0,-100.0,-100.0,-36.0,-47.0,-81.0,-100.0,-79.0,-85.0,-70.0,-74.0,-67.0,-76.0,-64.0,-68.0,-100.0,-87.0,-100.0,-100.0,-88.0,-100.0,-100.0,-37.0,-100.0,-68.0,-100.0,-100.0,-79.0,-88.0,-100.0,-73.0,-74.0,-100.0,-100.0,-89.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-89.0,-100.0,-77.0,-100.0,-100.0,-86.0,-100.0,-100.0,-90.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-75.0,-100.0,-100.0,-100.0,-78.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-59.0,-100.0,-100.0,-100.0,-59.0,-100.0,-100.0,-100.0,-100.0,-100.0,-78.0,-78.0,-100.0,-100.0,-100.0,-100.0,-88.0,-84.0,-100.0,-84.0,-100.0,-100.0,-100.0,-88.0,-88.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.30 165909,85.0,24.0,11.77043448695652,16.84173892173913,-48.24260788695652,6.075212086956521,-6.551610301739131,4.166517055652174,0.003399943134,-0.008153882395043478,0.002047328108782608,0.726865437756414,-0.9696927889533665,-1.5513859002486519,1016.9287270434783,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-77.0,-74.0,-100.0,-100.0,-44.0,-100.0,-100.0,-100.0,-70.0,-78.0,-71.0,-77.0,-64.0,-64.0,-100.0,-100.0,-100.0,-100.0,-74.0,-100.0,-100.0,-37.0,-45.0,-100.0,-100.0,-100.0,-91.0,-70.0,-78.0,-70.0,-76.0,-63.0,-64.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-37.0,-100.0,-76.0,-100.0,-100.0,-84.0,-89.0,-100.0,-78.0,-77.0,-100.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-100.0,-100.0,-70.0,-100.0,-100.0,-82.0,-100.0,-100.0,-86.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-71.0,-100.0,-100.0,-100.0,-82.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-78.0,-100.0,-89.0,-100.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-76.0,-76.0,-86.0,-100.0,-100.0,-100.0,-87.0,-77.0,-100.0,-79.0,-100.0,-100.0,-100.0,-91.0,-91.0,-77.0,-100.0,-100.0,-100.0,-100.0,-78.0,-100.0
2021.01.30 165920,86.0,24.0,9.265789325438599,17.97842087719298,-48.752630947368424,6.134111076315791,-6.469330549122807,4.2146587421052635,0.005458852750701755,-0.00222970108122807,0.0015037465583333336,0.7155031337026965,-0.968919327907395,-1.560252162448147,1016.9317264912282,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-78.0,-78.0,-100.0,-100.0,-54.0,-100.0,-100.0,-88.0,-79.0,-74.0,-76.0,-77.0,-65.0,-68.0,-100.0,-86.0,-100.0,-100.0,-77.0,-100.0,-100.0,-44.0,-54.0,-100.0,-100.0,-80.0,-88.0,-78.0,-74.0,-73.0,-77.0,-66.0,-68.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-45.0,-100.0,-78.0,-100.0,-100.0,-79.0,-88.0,-100.0,-77.0,-77.0,-100.0,-100.0,-89.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-75.0,-100.0,-100.0,-85.0,-100.0,-100.0,-89.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-75.0,-100.0,-100.0,-100.0,-84.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-73.0,-100.0,-100.0,-100.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-100.0,-81.0,-100.0,-100.0,-100.0,-90.0,-90.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.30 165930,87.0,24.0,6.4144953110091745,20.04495395412844,-49.42788925688073,6.161479529357798,-6.466057636697249,4.173440655963303,0.0017209530837614677,-0.00190263788733945,0.002850639092752294,0.7153184649047502,-0.9754614988598255,-1.5610058537316978,1016.9330832110093,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-100.0,-100.0,-75.0,-72.0,-86.0,-100.0,-51.0,-100.0,-100.0,-90.0,-76.0,-75.0,-77.0,-76.0,-61.0,-68.0,-100.0,-84.0,-100.0,-100.0,-72.0,-100.0,-100.0,-44.0,-51.0,-100.0,-100.0,-100.0,-89.0,-76.0,-75.0,-78.0,-76.0,-63.0,-68.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-45.0,-100.0,-77.0,-100.0,-100.0,-100.0,-91.0,-100.0,-74.0,-73.0,-100.0,-100.0,-100.0,-100.0,-89.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-76.0,-100.0,-100.0,-100.0,-82.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-71.0,-100.0,-100.0,-100.0,-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,-77.0,-78.0,-100.0,-100.0,-100.0,-100.0,-91.0,-84.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0
2021.01.30 165941,88.0,24.0,3.3662068448275866,21.00775835344828,-50.95344748275862,6.154483400000001,-6.519176854310344,4.098172875862069,0.004573042490172413,-0.006103133579913793,0.002539409048965516,0.72261399287602,-0.983383084679472,-1.5948714881107724,1016.9272797413794,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-100.0,-100.0,-68.0,-77.0,-100.0,-100.0,-49.0,-100.0,-100.0,-88.0,-75.0,-75.0,-70.0,-82.0,-58.0,-67.0,-100.0,-84.0,-100.0,-100.0,-77.0,-100.0,-100.0,-42.0,-49.0,-100.0,-100.0,-80.0,-87.0,-74.0,-75.0,-70.0,-82.0,-58.0,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-43.0,-100.0,-68.0,-100.0,-100.0,-81.0,-89.0,-100.0,-73.0,-72.0,-100.0,-100.0,-100.0,-100.0,-86.0,-93.0,-86.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-77.0,-100.0,-100.0,-80.0,-100.0,-100.0,-87.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-78.0,-100.0,-100.0,-100.0,-83.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-77.0,-100.0,-100.0,-100.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-82.0,-89.0,-100.0,-100.0,-100.0,-89.0,-88.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.30 165952,89.0,24.0,0.8971697999999998,18.640188518867923,-54.32999928301887,6.3646600499999995,-6.280702349056602,4.128904324528302,0.004749108329811322,-0.0049833464572641515,0.004070149063113208,0.6915247614653606,-0.9954286352643427,-1.6579697930587913,1016.9348191509434,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-100.0,-100.0,-73.0,-76.0,-89.0,-100.0,-51.0,-100.0,-100.0,-88.0,-76.0,-75.0,-73.0,-79.0,-70.0,-74.0,-100.0,-86.0,-100.0,-100.0,-76.0,-89.0,-100.0,-50.0,-51.0,-100.0,-100.0,-82.0,-88.0,-76.0,-75.0,-73.0,-79.0,-71.0,-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-50.0,-100.0,-73.0,-100.0,-100.0,-81.0,-88.0,-100.0,-72.0,-73.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-89.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-80.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-71.0,-100.0,-100.0,-100.0,-69.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
2021.01.30 170002,89.0,24.0,-0.839999981754386,14.471052381578946,-59.35894657017545,6.050374447368421,-6.727093111403509,3.900357665789474,0.003454785916052632,-0.0055948183921929835,0.004799203838508773,0.7514046786124247,-0.9985223621652838,-1.8062816774635984,1016.9430890350877,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-100.0,-100.0,-74.0,-77.0,-86.0,-100.0,-58.0,-100.0,-100.0,-90.0,-75.0,-74.0,-71.0,-75.0,-66.0,-72.0,-100.0,-100.0,-100.0,-100.0,-77.0,-86.0,-100.0,-45.0,-58.0,-100.0,-100.0,-81.0,-90.0,-75.0,-74.0,-72.0,-75.0,-66.0,-73.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-46.0,-100.0,-78.0,-100.0,-100.0,-82.0,-89.0,-100.0,-74.0,-74.0,-100.0,-100.0,-89.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-100.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-92.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-86.0,-87.0,-100.0,-100.0,-100.0,-100.0,-87.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,-90.0,-84.0,-100.0
